"","X","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline","domestic","country","iso3","otherdate","url","InquiryEmail","otherdate_noyear","otherdate_day","otherdate_month","otherdate_asDate_ready","deadline_other","true_deadline","ft","myfields","positionsToKeep"
"1",802,"2018-02",111460310,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Canterbury","College of Business and Law","Department of Economics and Finance","Lecturer in Economics
Senior Lecturer in Economics
Associate Professor in Economics
","Lecturer/ Senior Lecturer/ Associate Professor in Economics","Department of Economics and Finance
College of Business and Law
<U+2022>Full-time (1.0 FTE)
<U+2022>Continuing (i.e. permanent) position

The Department of Economics and Finance invites applications for a continuing/tenured position at the grade of Lecturer/Senior Lecturer/Associate Professor in Economics (equivalent to Assistant Professor/Seasoned assistant professor/Associate Professor).

What You Will Do:

The actual position will be dependent on the successful candidate<U+2019>s qualifications and experience. A strong preference will be given to candidates with teaching and research interests in Applied Macroeconomics and/or Applied Economics (including International Trade). The role involves teaching at both the undergraduate and postgraduate level, undertaking post-graduate research supervision, contributing actively and positively to the research profile of the Department, and contributing to administrative activities.

Who You Are:

Candidates should have a completed PhD, or be close to obtaining a PhD, in Economics by the post start date. He/she should be able to demonstrate very good written and oral communication skills. Candidates for the Lecturer position should have the potential to publish in high-quality, internationally recognised academic journals. Candidates for senior lecturer and Associate Professor positions should have proven record of publications in such journals. All candidates should have good teaching skills and a commitment to quality teaching delivery; and be able and willing to contribute to College and professional service activities.

Who You Will Work With:

The Department of Economics and Finance is one of four constituent departments of the University of Canterbury<U+2019>s School of Business and Economics, which is one of New Zealand<U+2019>s leading business schools (AACSB, AMBA, CAANZ and CFA and PRMIA accredited). The Department has an establishment of 19 full-time Faculty, is research-focused and has a strong international representation among the faculty. The Department and School provide a collegial environment, and academic staff have access to generous internal research funding and sabbatical leave.

Why UC:

The University of Canterbury is committed to promoting a world-class learning environment through research and teaching excellence, and has a vision statement of <U+201C>People Prepared to Make a Difference<U+201D>.You will have the opportunity to work alongside members of a diverse academic community and enrich your own professional and personal development.

For information about the range of fantastic benefits that UC offers including flexible work practices, study opportunities and generous superannuation and leave provisions, please visit us: http://www.canterbury.ac.nz/joinus

View the full Position Description:

The closing date for this position is: Sunday, 12 August 2018 (midnight, NZ time).

How You Apply:

Applications for this position should include a cover letter, resume and any additional attachments combined into one document and submitted through the online application process. Unfortunately we do not accept applications by email, however we are happy to answer your queries in relation to the application process, please forward these to michelle.davies@canterbury.ac.nz, Recruitment Coordinator.

For further information about this role please contact (Associate Professor Richard Watt, richard.watt@canterbury.ac.nz). Please apply directly online at http://www.canterbury.ac.nz/joinus

Internal candidates should apply via the Careers option in Employee Self-Service: https://ucpeople.canterbury.ac.nz

The University of Canterbury is an EEO employer and actively seeks to meet its obligation under the Treaty of Waitangi.",NA,"C30433",NA,"NEW ZEALAND","A - General Economics and Teaching",2018-08-12,FALSE,"NEW ZEALAND","NZL","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460310","michelle.davies@canterbury.ac.nz",NA,NA,NA,NA,NA,2018-08-12,TRUE,TRUE,TRUE
"2",984,"2018-02",111460275,"Full-Time Nonacademic","USAA",NA,NA,NA,"Quantitative Risk Analyst Senior - Modeling","USAA is looking for applied econometricians and statisticians who have experience developing models used in the financial services industry. The team includes Quantitative Risk Analysts at the Lead, Senior and entry levels (level I).

Minimum Requirements:
Depends on which position (Lead, Sr., or I) and ranges from recent Master<U+2019>s degree with some industry experience for the entry level I job to requirement for PhD and 4 years of work experience for the Lead job. 

Preferred Qualifications:
Experience developing statistical models at a bank, insurance or investment company.
Experience with credit risk modeling.
Experience in model operations function.
Masters or PhD degree in Economics with an econometric emphasis or in Statistics.
Proficiency in SAS or R and Python.  
",NA,NA,NA,"UNITED STATES Texas San Antonio","C1 - Econometric and Statistical Methods and Methodology:  General
C5 - Econometric Modeling",2018-08-31,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460275","",NA,NA,NA,NA,NA,2018-08-31,TRUE,TRUE,TRUE
"3",306,"2018-02",111460373,"Full-Time Nonacademic","Giant Oak, Inc.",NA,NA,"Text Analytics
Machine Learning
NLP
Econometrics
Policy evaluation","Social Scientist for Text and NLP","Giant Oak builds software to make the world a safer place. Giant Oak Search Technology (GOST<U+00AE>) makes screening easy by targeting the right kinds of information to help our customers combat fraud, detect crime, and enhance security. GOST<U+00AE> is the fastest, most reliable negative media search tool on the market because we see data differently. We look behind the numbers to see individuals and communities. And we strive to do our part to make the world a better, freer, and more secure place.

Giant Oak is hiring economists with applied skills in econometrics, policy evaluation, or experimental design to build, improve, and evaluate models for GOST. Applications will be evaluated on a rolling basis. Detailed job openings here: http://smrtr.io/GXdR, http://smrtr.io/GNWf
","120,000-160,000",NA,NA,"UNITED STATES Virginia Arlington","C1 - Econometric and Statistical Methods and Methodology:  General
C - Mathematical and Quantitative Methods
00 - Default: Any Field",2018-09-07,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460373","",NA,NA,NA,NA,NA,2018-09-07,TRUE,TRUE,TRUE
"4",578,"2018-02",111460342,"Full-Time Nonacademic","Promontory Financial Group","Quantitative Solutions",NA,"Consulting
Financial Services
Model Development
Model Validation","Associate/Principal","Promontory Financial Group, an IBM Company, seeks talented individuals at the Associate and Principal levels to contribute to the firm<U+2019>s global efforts to provide clients with solutions to challenging strategic, risk management, and regulatory compliance issues. We are seeking individuals to join our Quantitative Solutions Group, a growing team of specialists within Promontory who develop quantitative solutions to meet client needs. Travel and performance of work at client locations globally, for periods of time ranging from days to weeks, is typical.
 
We offer an attractive compensation package, including generous benefits.

If selected for the position, the successful candidate will be called upon to do some or all of the following:
<U+2022>	Play an active role in business development, client work, and other projects.
<U+2022>	Develop statistical, econometric or data-science models to evaluate and predict the economic performance, market value, and risk of financial products, including residential mortgages, personal loans, credit cards, auto loans, commercial mortgages, secured and unsecured commercial loans, equity investments, fixed income products, and various derivatives (including interest rate swaps and foreign exchange options, etc.), as well as structured financial products based upon these assets.
<U+2022>	Implement calculations related to regulatory capital requirements for large, complex financial institutions, including stress testing and risk-based capital requirements.
<U+2022>	Construct and analyze large datasets to support the evaluation of financial institution compliance with supervisory requirements relating to consumer protection, anti-money laundering, fraud, and privacy.
<U+2022>	Implement robust data sampling methods.
<U+2022>	Produce clear reports describing quantitative analytics projects and their results, interpreting them for both technical and non-technical audiences and relating them directly to significant business issues both orally and in writing.
 
Education and Experience Expectations:
<U+2022>	At least 2 years of relevant work experience or a graduate degree showing evidence of each of the following:
o	Writing reports or articles and making presentations on technical quantitative modeling topics for non-technical audiences.
o	Statistical. Econometric or machine learning modeling using large, complex consumer or business datasets.
o	Developing quantitative models for risk and performance segmentation and measurement.
o	Statistical programming using tools such as R, S+, SAS, Matlab or Python.
<U+2022>	A degree (PhD) in statistics, econometrics, quantitative finance, decision science, operations research, applied mathematics, or other relevant field.",NA,NA,NA,"UNITED STATES District of Columbia Washington
UNITED STATES New York New York","Y9 - Other",2018-09-14,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460342","",NA,NA,NA,NA,NA,2018-09-14,TRUE,TRUE,TRUE
"5",219,"2018-02",111460321,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Duke University","Sanford School of Public Policy","Center for Child and Family Policy","Child Development, Public Policy","Pritzker Professor of Public Policy","The Sanford School of Public Policy and the Duke Center for Child and Family Policy invite applications for the Pritzker Professor of Public Policy. This position will carry tenure at the Sanford School of Public Policy at the rank of Associate or Full Professor is endowed by the J. B. and M. K. Pritzker Family Foundation. We seek a leading scholar in early child development and public policy. 

The Sanford School offers an undergraduate major, two masters programs, and a Ph.D. program. More information can be found at www.sanford.duke.edu and www.childandfamilypolicy.duke.edu. 

Applicants should submit a brief overview of her or his program of research and a CV to: https://academicjobsonline.org/ajo/jobs/11515.  Applications received by September 15, 2018, will be assured full consideration. 

Self-inquiries and nominations of candidates are encouraged and should be submitted to Anna Gassman-Pines, Search Committee Chair, at agassman.pines@duke.edu, or 919-613-7301.

Duke University is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual<U+2019>s age, color, disability, genetic information, gender, gender identity, national origin, race, religion, sexual orientation, or veteran status.
","Competitive",NA,NA,"UNITED STATES North Carolina Durham","00 - Default: Any Field",2018-09-15,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460321","agassman.pines@duke.edu",NA,NA,NA,NA,NA,2018-09-15,TRUE,TRUE,TRUE
"6",995,"2018-02",111460423,"Full-Time Nonacademic","Virginia Department of Planning and Budget","Planning, Regulation, and Evaluation",NA,"Economist, Regulations and Forecasting","Economist","Economist

The Virginia Department of Planning and Budget is seeking a self-motivated, creative, and analytical individual who can use economic and econometric theory to assist in development of budget, regulatory, and policy recommendations for the Governor and his Cabinet. The position<U+2019>s responsibilities include performing econometric forecasts of key state expenditures with a very high degree of accuracy, and providing unbiased economic analysis of proposed regulations. 

The successful candidate must possess a demonstrated ability to:

<U+2022>	Apply a comprehensive knowledge of economic theory to analyze economic or policy issues;
<U+2022>	Perform econometric modeling and forecasting, including regression, time series, ARIMA;
<U+2022>	Conduct empirical research, using relevant literature and databases;
<U+2022>	Communicate effectively, including clearly conveying complex economic analysis to non-economists; 
<U+2022>	Manage multiple work products in a team environment under aggressive deadlines with minimal supervision.

Preferred attributes:
<U+2022>	Advanced degree in economics or related field. Ph.D. is strongly preferred.  
<U+2022>	Direct experience in economic analysis of law (either statutory or regulatory).
<U+2022>	Advanced experience with cost-benefit analysis.

Please note:  You must use the Commonwealth of Virginia<U+2019>s Central Job Board to apply for this position.  You can access the system through the Virginia Department of Human Resource Management (www.dhrm.virginia.gov) at:  https://jobs.agencies.virginia.gov/applicants/jsp/shared/Welcome_css.jsp.
","$60,000 - $85,000",NA,NA,"UNITED STATES Virginia Richmond","00 - Default: Any Field",2018-09-21,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460423","",NA,NA,NA,NA,NA,2018-09-21,TRUE,TRUE,TRUE
"7",102,"2018-02",111460568,"Full-Time Nonacademic","California Air Resources Board",NA,"Office of Economic Policy & Analysis","Economics
Government
Policy
Regulation
Modeling
Macroeconomic
Finance
REMI
Ecosystem valuation","Economist","The California Air Resources Board (CARB), part of the California Environmental Protection Agency, is seeking an economist with experience in micro and macroeconomic modeling, forecasting, and a desire to work in a nationally and internationally recognized air pollution control agency.  CARB<U+2019>s mission is to promote and protect California<U+2019>s public health, welfare and ecological resources by reducing air pollution while recognizing and considering the effects on the State<U+2019>s economy. 

The position requires excellent written and verbal communication, the ability to manage and prioritize multiple changing deadlines, the ability to work independently as well as cooperatively within a group, and the ability to perform complex analyses quickly and accurately.   
  
The successful candidate will join a team of CARB economists working to identify the impacts of regulations on individuals, businesses, and the California economy.  The primary responsibility will be to consult with teams across the agency to perform statutorily required economic analysis of proposed regulations using economic modeling tools.  Desirable qualifications include: experience using REMI, RIMS II, or other macroeconomic modeling tools, experience in finance or accounting, experience in ecosystem valuation.  A verified degree in economics, finance, mathematics or another closely related field is required.",NA,NA,NA,"UNITED STATES California Sacramento","00 - Default: Any Field",2018-09-24,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460568","",NA,NA,NA,NA,NA,2018-09-24,TRUE,TRUE,TRUE
"8",982,"2018-02",111460277,"Full-Time Nonacademic","USAA",NA,NA,NA,"Quantitative Risk Analyst I","USAA is looking for applied econometricians and statisticians who have experience developing models used in the financial services industry. The team includes Quantitative Risk Analysts at the Lead, Senior and entry levels (level I).

Minimum Requirements:
Depends on which position (Lead, Sr., or I) and ranges from recent Master<U+2019>s degree with some industry experience for the entry level I job to requirement for PhD and 4 years of work experience for the Lead job. 

Preferred Qualifications:
Experience developing statistical models at a bank, insurance or investment company.
Experience with credit risk modeling.
Experience in model operations function.
Masters or PhD degree in Economics with an econometric emphasis or in Statistics.
Proficiency in SAS or R and Python.  
",NA,NA,NA,"UNITED STATES Texas San Antonio","C1 - Econometric and Statistical Methods and Methodology:  General
C5 - Econometric Modeling",2018-09-30,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460277","",NA,NA,NA,NA,NA,2018-09-30,TRUE,TRUE,TRUE
"9",983,"2018-02",111460276,"Full-Time Nonacademic","USAA",NA,NA,NA,"Quantitative Risk Analyst I - Modeling","USAA is looking for applied econometricians and statisticians who have experience developing models used in the financial services industry. The team includes Quantitative Risk Analysts at the Lead, Senior and entry levels (level I).

Minimum Requirements:
Depends on which position (Lead, Sr., or I) and ranges from recent Master<U+2019>s degree with some industry experience for the entry level I job to requirement for PhD and 4 years of work experience for the Lead job. 

Preferred Qualifications:
Experience developing statistical models at a bank, insurance or investment company.
Experience with credit risk modeling.
Experience in model operations function.
Masters or PhD degree in Economics with an econometric emphasis or in Statistics.
Proficiency in SAS or R and Python.  
",NA,NA,NA,"UNITED STATES Texas San Antonio","C1 - Econometric and Statistical Methods and Methodology:  General
C5 - Econometric Modeling",2018-09-30,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460276","",NA,NA,NA,NA,NA,2018-09-30,TRUE,TRUE,TRUE
"10",86,"2018-02",111460653,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Boston University","The Pardee School of Global Studies",NA,"gender in international relations
gender
international relations
international development
global affairs
","Assistant Professor in the field of Gender and Global Affairs","We seek applicants who have done substantial empirical work on the role of gender in international relations, international development, or global affairs. Among the issue-areas in which we have particular interest are human development, human security, and human rights. We welcome applications from scholars in any relevant discipline, including international relations, sociology, political science, economics, geography, anthropology, and history, and are open to all methodological approaches and regional specializations. The Pardee School of Global Studies is committed to multidisciplinary, policy-relevant research and teaching. Candidates who have demonstrated policy expertise are especially encouraged to apply.

Please submit 1) a letter of application describing your teaching and research interests and professional experience, 2) curriculum vitae, and 3) three letters of recommendation electronically at https://academicjobsonline.org/ajo/jobs/11809. The expected starting date for employment is July 1, 2019. The Pardee School of Global Studies offers B.A. and M.A. degrees and is committed to multidisciplinary, policy-relevant research and teaching.<U+00A0>

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. We are a VEVRAA Federal Contractor.",NA,NA,NA,"UNITED STATES Massachusetts Boston","00 - Default: Any Field",2018-10-01,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460653","",NA,NA,NA,NA,NA,2018-10-01,TRUE,TRUE,TRUE
